x_geos,y_geos,Mask,Temp,Power,lat,lon
-2756525.75,4289599.0,1.0,476.58,159.14146423339844,47.999956,-120.399318
-3249514.25,3824667.25,1.0,486.03,180.80531311035156,41.182566,-122.885057
-3205425.75,3788595.0,1.0,535.64,199.4923095703125,40.540081,-121.2257
-3193401.5,3758534.75,1.0,1226.96,1621.9830322265625,40.06443,-120.477803
-3191397.5,3758534.75,1.0,1053.53,2710.2919921875,40.060888,-120.433758
-3195405.75,3756530.75,1.0,1045.23,493.70819091796875,40.037968,-120.490884
-3193401.5,3756530.75,1.0,744.45,1200.040283203125,40.034427,-120.446839
-3205425.75,3750518.75,1.0,621.39,204.49319458007812,39.965767,-120.61848
-1870750.25,3684386.0,1.0,590.47,43.20084762573242,37.658688,-97.971354
-3245506.0,3670358.0,1.0,904.43,661.1377563476562,38.853298,-120.294504
-3245506.0,3668354.0,1.0,557.67,429.1016845703125,38.824191,-120.265819
-3243502.0,3668354.0,1.0,654.52,689.4744873046875,38.82086,-120.223052
-1892794.38,3584185.0,1.0,675.51,116.41282653808594,36.363363,-97.782238
-1890790.38,3584185.0,1.0,889.93,237.59327697753906,36.362252,-97.755739
-1888786.38,3584185.0,1.0,474.44,59.1086540222168,36.361143,-97.729249
-1892794.38,3582181.0,1.0,874.21,252.6583251953125,36.337556,-97.772949
-1890790.38,3582181.0,1.0,827.35,540.5439453125,36.336447,-97.746463
-1888786.38,3582181.0,1.0,613.92,60.835487365722656,36.335339,-97.719986
-1890790.38,3580177.25,1.0,637.33,48.064659118652344,36.310658,-97.737206
-1550107.38,3365747.25,1.0,850.81,80.07502746582031,33.48216,-92.651384
-1441890.5,3305626.5,1.0,437.3,33.03801345825195,32.722302,-91.19705
-2111232.25,3191398.0,1.0,900.69,162.10711669921875,31.634559,-98.941971
-2109228.25,3191398.0,1.0,552.06,63.92680358886719,31.633594,-98.91681
-2111232.25,3189394.0,1.0,540.25,40.99683380126953,31.610851,-98.934331
-1608224.0,3147309.5,1.0,487.07,23.686403274536133,30.915564,-92.731379
-1616240.0,3141297.25,1.0,797.47,39.513641357421875,30.848558,-92.809073
-1297601.25,2259529.75,1.0,520.64,57.652366638183594,21.269695,-87.844207
-1938886.75,1930870.75,1.0,490.26,30.771764755249023,18.087433,-94.041047
-1858726.12,1912834.88,1.0,817.41,34.8863639831543,17.894623,-93.184791
-1852714.12,1906822.62,1.0,1054.79,64.49600219726562,17.834261,-93.115132
