x_geos,y_geos,Smoke,lat,lon
-1976963.25,4588198.0,1.0,52.17696,-108.599697
-1974959.12,4588198.0,1.0,52.173342,-108.556083
-1972955.12,4588198.0,1.0,52.169732,-108.512514
-1970951.0,4588198.0,1.0,52.166128,-108.468986
-1968947.12,4588198.0,1.0,52.162533,-108.425507
-1966943.12,4588198.0,1.0,52.158945,-108.382068
-1964939.0,4588198.0,1.0,52.155364,-108.338669
-3001016.0,4459941.0,1.0,52.788075,-137.193988
-2999012.0,4459941.0,1.0,52.771507,-137.056251
-2997007.75,4459941.0,1.0,52.755137,-136.920034
-3003020.0,4457936.5,1.0,52.745667,-137.148561
-3001016.0,4457936.5,1.0,52.729204,-137.011571
-2999012.0,4457936.5,1.0,52.712937,-136.876095
-2997007.75,4457936.5,1.0,52.69686,-136.742067
-3001016.0,4455932.5,1.0,52.670864,-136.832745
-2999012.0,4455932.5,1.0,52.654886,-136.699423
-1183372.25,4409840.5,1.0,47.995176,-92.268152
-1181368.38,4409840.5,1.0,47.993861,-92.237152
-1179364.38,4409840.5,1.0,47.992549,-92.20616
-1177360.12,4409840.5,1.0,47.991239,-92.175174
-1175356.12,4409840.5,1.0,47.989932,-92.144202
-1173352.25,4409840.5,1.0,47.988628,-92.113241
-1195396.38,4407836.5,1.0,47.96906,-92.440988
-1183372.25,4407836.5,1.0,47.961133,-92.254932
-1181368.38,4407836.5,1.0,47.959821,-92.22396
-1179364.38,4407836.5,1.0,47.958511,-92.192995
-1177360.12,4407836.5,1.0,47.957205,-92.162036
-1175356.12,4407836.5,1.0,47.955901,-92.131091
-1197400.38,4405832.0,1.0,47.936353,-92.458657
-1185376.25,4405832.0,1.0,47.928428,-92.272705
-1183372.25,4405832.0,1.0,47.927116,-92.241748
-1181368.38,4405832.0,1.0,47.925807,-92.210803
-1179364.38,4405832.0,1.0,47.924501,-92.179865
-1177360.12,4405832.0,1.0,47.923198,-92.148933
-1183372.25,4403828.0,1.0,47.893144,-92.228606
-1181368.38,4403828.0,1.0,47.891838,-92.197688
-1179364.38,4403828.0,1.0,47.890535,-92.166777
-1177360.12,4403828.0,1.0,47.889234,-92.135873
