x_geos,y_geos,Dust,lat,lon
-2716445.75,3902824.0,1.0,41.487363,-112.863754
-2718449.75,3900820.0,1.0,41.460002,-112.876653
-2716445.75,3900820.0,1.0,41.457285,-112.839426
-2714441.5,3900820.0,1.0,41.454572,-112.802228
-2718449.75,3898816.0,1.0,41.429943,-112.85235
-2716445.75,3898816.0,1.0,41.427232,-112.815165
-2714441.5,3898816.0,1.0,41.424525,-112.778008
-2718449.75,3896812.0,1.0,41.399909,-112.828113
-2716445.75,3896812.0,1.0,41.397204,-112.79097
-2714441.5,3896812.0,1.0,41.394503,-112.753854
-2712437.5,3896812.0,1.0,41.391808,-112.716776
-2718449.75,3894807.75,1.0,41.369896,-112.80394
-2716445.75,3894807.75,1.0,41.367198,-112.766838
-2714441.5,3894807.75,1.0,41.364503,-112.729764
-2712437.5,3894807.75,1.0,41.361814,-112.692727
-2718449.75,3892803.75,1.0,41.339913,-112.779836
-2716445.75,3892803.75,1.0,41.33722,-112.742775
-2714441.5,3892803.75,1.0,41.334532,-112.705742
-2712437.5,3892803.75,1.0,41.331848,-112.668746
-2716445.75,3890799.75,1.0,41.307268,-112.718777
-2710433.5,3874767.5,1.0,41.060647,-112.419204
-15030.01,2219449.25,1.0,20.772787,-75.146287
-13026.04,2219449.25,1.0,20.772784,-75.126782
-13026.04,2217445.5,1.0,20.752656,-75.126762
323648.78,2141292.75,1.0,19.99602,-71.86626
341685.0,2141292.75,1.0,19.996625,-71.691315
323648.78,2139288.5,1.0,19.976039,-71.866731
325652.72,2139288.5,1.0,19.976104,-71.847299
327656.97,2139288.5,1.0,19.97617,-71.827863
341685.0,2139288.5,1.0,19.976644,-71.691813
167335.42,2137284.5,1.0,19.952206,-73.38122
169339.39,2137284.5,1.0,19.952239,-73.361826
171343.36,2137284.5,1.0,19.952274,-73.342431
173347.59,2137284.5,1.0,19.952308,-73.323033
177355.52,2137284.5,1.0,19.952379,-73.284241
179359.48,2137284.5,1.0,19.952415,-73.264845
323648.78,2137284.5,1.0,19.956064,-71.867202
325652.72,2137284.5,1.0,19.95613,-71.847773
327656.97,2137284.5,1.0,19.956196,-71.82834
329660.94,2137284.5,1.0,19.956262,-71.808909
333668.88,2137284.5,1.0,19.956396,-71.770046
145291.27,2135280.75,1.0,19.931897,-73.594758
157315.33,2135280.75,1.0,19.932079,-73.47842
165331.45,2135280.75,1.0,19.932209,-73.400854
167335.42,2135280.75,1.0,19.932242,-73.381463
169339.39,2135280.75,1.0,19.932276,-73.362071
171343.36,2135280.75,1.0,19.93231,-73.342679
173347.59,2135280.75,1.0,19.932345,-73.323284
175351.55,2135280.75,1.0,19.93238,-73.303892
177355.52,2135280.75,1.0,19.932416,-73.284498
179359.48,2135280.75,1.0,19.932451,-73.265105
321644.81,2135280.75,1.0,19.936031,-71.887098
323648.78,2135280.75,1.0,19.936096,-71.867672
325652.72,2135280.75,1.0,19.936162,-71.848246
327656.97,2135280.75,1.0,19.936227,-71.828816
331664.91,2135280.75,1.0,19.93636,-71.78996
333668.88,2135280.75,1.0,19.936427,-71.770531
335672.84,2135280.75,1.0,19.936495,-71.751102
153307.39,2133276.75,1.0,19.912055,-73.517421
155311.36,2133276.75,1.0,19.912086,-73.498035
157315.33,2133276.75,1.0,19.912118,-73.478647
165331.45,2133276.75,1.0,19.912247,-73.401094
167335.42,2133276.75,1.0,19.912281,-73.381705
169339.39,2133276.75,1.0,19.912314,-73.362316
171343.36,2133276.75,1.0,19.912349,-73.342927
173347.59,2133276.75,1.0,19.912383,-73.323535
175351.55,2133276.75,1.0,19.912418,-73.304145
319640.84,2133276.75,1.0,19.916,-71.906988
321644.81,2133276.75,1.0,19.916065,-71.887565
323648.78,2133276.75,1.0,19.916129,-71.868142
325652.72,2133276.75,1.0,19.916195,-71.848719
327656.97,2133276.75,1.0,19.91626,-71.829292
329660.94,2133276.75,1.0,19.916327,-71.809867
331664.91,2133276.75,1.0,19.916393,-71.790441
333668.88,2133276.75,1.0,19.91646,-71.771015
335672.84,2133276.75,1.0,19.916527,-71.751589
141283.33,2131272.75,1.0,19.891921,-73.633943
143287.3,2131272.75,1.0,19.891949,-73.614561
145291.27,2131272.75,1.0,19.891978,-73.595178
147295.23,2131272.75,1.0,19.892007,-73.575796
149299.2,2131272.75,1.0,19.892037,-73.556413
151303.42,2131272.75,1.0,19.892067,-73.537027
153307.39,2131272.75,1.0,19.892098,-73.517643
155311.36,2131272.75,1.0,19.892129,-73.498259
157315.33,2131272.75,1.0,19.89216,-73.478875
317636.88,2131272.75,1.0,19.895973,-71.92687
319640.84,2131272.75,1.0,19.896037,-71.907451
321644.81,2131272.75,1.0,19.896102,-71.888031
323648.78,2131272.75,1.0,19.896167,-71.868611
325652.72,2131272.75,1.0,19.896232,-71.849191
329660.94,2131272.75,1.0,19.896364,-71.810345
331664.91,2131272.75,1.0,19.89643,-71.790922
333668.88,2131272.75,1.0,19.896497,-71.771499
335672.84,2131272.75,1.0,19.896564,-71.752075
337676.78,2131272.75,1.0,19.896632,-71.732651
339681.03,2131272.75,1.0,19.8967,-71.713224
139279.09,2129268.5,1.0,19.871937,-73.653529
141283.33,2129268.5,1.0,19.871965,-73.634147
143287.3,2129268.5,1.0,19.871993,-73.614768
145291.27,2129268.5,1.0,19.872022,-73.595388
147295.23,2129268.5,1.0,19.872051,-73.576008
149299.2,2129268.5,1.0,19.872081,-73.556628
151303.42,2129268.5,1.0,19.872111,-73.537245
153307.39,2129268.5,1.0,19.872142,-73.517864
155311.36,2129268.5,1.0,19.872173,-73.498483
309620.75,2129268.5,1.0,19.875761,-72.00499
311624.72,2129268.5,1.0,19.875823,-71.985577
315632.62,2129268.5,1.0,19.875949,-71.946748
317636.88,2129268.5,1.0,19.876012,-71.927329
319640.84,2129268.5,1.0,19.876076,-71.907913
321644.81,2129268.5,1.0,19.876141,-71.888497
323648.78,2129268.5,1.0,19.876205,-71.869079
325652.72,2129268.5,1.0,19.87627,-71.849662
327656.97,2129268.5,1.0,19.876336,-71.830241
329660.94,2129268.5,1.0,19.876402,-71.810822
331664.91,2129268.5,1.0,19.876468,-71.791402
333668.88,2129268.5,1.0,19.876535,-71.771982
335672.84,2129268.5,1.0,19.876602,-71.752561
337676.78,2129268.5,1.0,19.87667,-71.73314
339681.03,2129268.5,1.0,19.876738,-71.713715
139279.09,2127264.5,1.0,19.851987,-73.65373
