x_geos,y_geos,Mask,Temp,Power,lat,lon
-299600.66,4492005.0,1.0,624.64,389.71270751953125,49.040851,-79.388807
-315632.62,4490001.0,1.0,691.0,222.06390380859375,49.008896,-79.621004
-307616.78,4490001.0,1.0,740.72,583.2724609375,49.00751,-79.503177
-305612.53,4490001.0,1.0,659.91,377.39599609375,49.007169,-79.473722
-323648.78,4487997.0,1.0,754.23,239.3845977783203,48.975655,-79.735181
-1365737.75,3556129.0,1.0,773.4,80.14796447753906,35.766377,-90.984599
-1349705.75,3457932.0,1.0,416.87,55.32186508178711,34.537363,-90.508404
-1275557.12,3347711.0,1.0,491.36,36.31600570678711,33.174727,-89.352904
-588179.19,3267550.5,1.0,566.13,116.75548553466797,32.086164,-81.44605
-588179.19,3265546.25,1.0,682.21,92.51209259033203,32.062695,-81.444118
-3049112.5,3075164.75,1.0,473.01,146.23858642578125,30.844338,-111.178277
-3047108.25,3075164.75,1.0,635.95,223.72470092773438,30.84272,-111.147921
-3049112.5,3073160.75,1.0,406.04,87.89916229248047,30.820332,-111.165636
-3047108.25,3073160.75,1.0,490.65,115.2376480102539,30.818717,-111.135297
-2818650.25,2113236.5,1.0,566.84,38.72663116455078,20.152706,-104.177071
-2884783.0,2033075.75,1.0,537.29,49.871368408203125,19.358536,-104.770942
-2534080.0,2027063.88,1.0,413.24,71.02714538574219,19.186957,-100.662104
-2596204.5,2013035.5,1.0,481.25,36.068031311035156,19.063519,-101.340623
-2684381.25,1934879.0,1.0,587.11,112.5365982055664,18.303929,-102.189799
-2684381.25,1932874.75,1.0,482.9,42.51199722290039,18.283851,-102.185664
-2780574.25,1930870.75,1.0,942.55,68.98744201660156,18.29244,-103.296951
-2744501.75,1916842.75,1.0,999.52,110.22041320800781,18.140938,-102.846852
-2744501.75,1914838.75,1.0,532.73,47.71060562133789,18.120871,-102.842637
