x_geos,y_geos,RRQPE,lat,lon
-1301609.0,4101221.25,31.49857885343954,43.169631,-92.247563
-1299605.0,4101221.25,31.49857885343954,43.16856,-92.219488
-1303612.88,4099217.5,32.04031595401466,43.140892,-92.265734
-1299605.0,4099217.5,41.34598592389375,43.138751,-92.209616
-1295597.0,4099217.5,41.34598592389375,43.136618,-92.153526
-1303612.88,4097213.5,32.04031595401466,43.111098,-92.255847
-1301609.0,4097213.5,41.34598592389375,43.110029,-92.227803
-1299605.0,4097213.5,41.34598592389375,43.108961,-92.199765
-1297601.0,4097213.5,41.34598592389375,43.107896,-92.171735
-1295597.0,4097213.5,41.34598592389375,43.106832,-92.143712
-1299605.0,4095209.25,30.70657447259873,43.07919,-92.189936
-1297601.0,4095209.25,36.03391029825434,43.078127,-92.161924
-1295597.0,4095209.25,41.34598592389375,43.077065,-92.133919
-1303612.88,4093205.25,32.04031595401466,43.051574,-92.236141
-1299605.0,4093205.25,41.34598592389375,43.049446,-92.180132
-1293593.12,4093205.25,41.34598592389375,43.046267,-92.096174
-1323653.12,4073165.0,47.401233290322125,42.765884,-92.4177
-1321649.12,4073165.0,47.401233290322125,42.764819,-92.389795
-1319645.12,4073165.0,47.401233290322125,42.763756,-92.361896
-1317641.25,4073165.0,33.50834719557315,42.762695,-92.334008
-1323653.12,4071161.0,48.799067611806095,42.736362,-92.40793
-1327661.25,4069156.75,48.799067611806095,42.708986,-92.453946
-1325657.38,4069156.75,36.21703269844875,42.707921,-92.426062
-1323653.12,4069156.75,37.76289096008986,42.706858,-92.398181
-1321649.12,4069156.75,35.39603393757716,42.705797,-92.370311
-1327661.25,4067152.75,31.25899371318519,42.679504,-92.444185
-1325657.38,4067152.75,48.19934175116941,42.678441,-92.416319
-1323653.12,4067152.75,46.70536816958338,42.67738,-92.388456
-1327661.25,4065149.0,48.799067611806095,42.650047,-92.434448
-1325657.38,4065149.0,41.30783542385325,42.648986,-92.4066
-1327661.25,4063145.0,32.778909634798765,42.620609,-92.424732
-1379765.75,4043104.75,30.038177711889148,42.355118,-93.050559
-1377761.75,4043104.75,30.038177711889148,42.354029,-93.022702
-1381769.75,4041100.75,30.038177711889148,42.326956,-93.068479
-1379765.75,4041100.75,30.038177711889148,42.325867,-93.040632
-1377761.75,4041100.75,30.038177711889148,42.32478,-93.012792
-1383773.62,4039096.75,30.038177711889148,42.298813,-93.086392
-1381769.75,4039096.75,30.038177711889148,42.297724,-93.058557
-1379765.75,4039096.75,30.038177711889148,42.296637,-93.030727
-1377761.75,4039096.75,30.038177711889148,42.295551,-93.002905
-1385777.62,4037092.75,30.038177711889148,42.27069,-93.104303
-1383773.62,4037092.75,30.038177711889148,42.269601,-93.076475
-1381769.75,4037092.75,30.038177711889148,42.268513,-93.048657
-1379765.75,4037092.75,30.038177711889148,42.267428,-93.020845
-1377761.75,4037092.75,30.038177711889148,42.266345,-92.993041
-1385777.62,4035089.0,30.038177711889148,42.2415,-93.094392
-1383773.62,4035089.0,30.038177711889148,42.240413,-93.066581
-1381769.75,4035089.0,30.038177711889148,42.239327,-93.038781
-1379765.75,4035089.0,30.038177711889148,42.238244,-93.010986
-1377761.75,4035089.0,30.038177711889148,42.237163,-92.983199
