x_geos,y_geos,Dust,lat,lon
-2997007.75,3792603.25,1.0,40.248877,-116.857159
-2995004.0,3792603.25,1.0,40.245822,-116.817145
-2995004.0,3790599.0,1.0,40.216186,-116.790382
-2993000.0,3790599.0,1.0,40.213143,-116.750456
-427857.66,3628273.75,1.0,36.456939,-79.973262
-2544100.0,3590197.25,1.0,36.89972,-107.023296
-2542096.25,3590197.25,1.0,36.897968,-106.992702
-2540092.0,3590197.25,1.0,36.896219,-106.962119
-2530072.0,3590197.25,1.0,36.887508,-106.809477
-2528067.75,3590197.25,1.0,36.885773,-106.778996
-2526063.75,3590197.25,1.0,36.884041,-106.748536
-2548108.0,3588193.25,1.0,36.876622,-107.069789
-2546104.0,3588193.25,1.0,36.874868,-107.039178
-2544100.0,3588193.25,1.0,36.873117,-107.008584
-2542096.25,3588193.25,1.0,36.871369,-106.978011
-2540092.0,3588193.25,1.0,36.869622,-106.947448
-2538088.0,3588193.25,1.0,36.867878,-106.916906
-2536084.0,3588193.25,1.0,36.866137,-106.886381
-2534080.0,3588193.25,1.0,36.864398,-106.855874
-2532076.0,3588193.25,1.0,36.862661,-106.825383
-2530072.0,3588193.25,1.0,36.860927,-106.79491
-2528067.75,3588193.25,1.0,36.859195,-106.76445
-2526063.75,3588193.25,1.0,36.857466,-106.73401
-2524060.0,3588193.25,1.0,36.855739,-106.703592
-2522056.0,3588193.25,1.0,36.854015,-106.673186
-2550112.25,3586189.25,1.0,36.851782,-107.085678
-2548108.0,3586189.25,1.0,36.850029,-107.055066
-2546104.0,3586189.25,1.0,36.848278,-107.024476
-2544100.0,3586189.25,1.0,36.84653,-106.993903
-2542096.25,3586189.25,1.0,36.844785,-106.963351
-2540092.0,3586189.25,1.0,36.843041,-106.932808
-2538088.0,3586189.25,1.0,36.8413,-106.902287
-2536084.0,3586189.25,1.0,36.839562,-106.871783
-2534080.0,3586189.25,1.0,36.837826,-106.841296
-2532076.0,3586189.25,1.0,36.836092,-106.810826
-2530072.0,3586189.25,1.0,36.834361,-106.780373
-2528067.75,3586189.25,1.0,36.832632,-106.749933
-2526063.75,3586189.25,1.0,36.830906,-106.719515
-2524060.0,3586189.25,1.0,36.829182,-106.689116
-2522056.0,3586189.25,1.0,36.827461,-106.658731
-2554120.25,3584185.0,1.0,36.828706,-107.132189
-2552116.25,3584185.0,1.0,36.826951,-107.101567
-2550112.25,3584185.0,1.0,36.825198,-107.070963
-2548108.0,3584185.0,1.0,36.823448,-107.040372
-2546104.0,3584185.0,1.0,36.821701,-107.009802
-2544100.0,3584185.0,1.0,36.819956,-106.97925
-2542096.25,3584185.0,1.0,36.818213,-106.948719
-2540092.0,3584185.0,1.0,36.816473,-106.918197
-2538088.0,3584185.0,1.0,36.814735,-106.887696
-2536084.0,3584185.0,1.0,36.812999,-106.857213
-2534080.0,3584185.0,1.0,36.811266,-106.826746
-2532076.0,3584185.0,1.0,36.809536,-106.796297
-2530072.0,3584185.0,1.0,36.807808,-106.765865
-2572156.5,3582181.0,1.0,36.818013,-107.393666
-2570152.25,3582181.0,1.0,36.816239,-107.362903
-2562136.0,3582181.0,1.0,36.809167,-107.24004
-2560132.0,3582181.0,1.0,36.807405,-107.209369
-2558128.0,3582181.0,1.0,36.805646,-107.178715
-2556124.25,3582181.0,1.0,36.803889,-107.148083
