x_geos,y_geos,Mask,Temp,Power,lat,lon
-3247510.0,3682382.0,1.0,552.5,171.77589416503906,39.031849,-120.511602
-1333673.5,3455928.0,1.0,731.87,463.76519775390625,34.50739,-90.310954
-1357721.88,3411839.75,1.0,626.06,169.000732421875,33.975407,-90.480187
-1215436.5,3355727.25,1.0,432.36,50.0189208984375,33.253943,-88.671206
-1479966.88,3081176.75,1.0,653.92,113.24642944335938,30.114949,-91.095397
-2954923.5,3053120.5,1.0,577.17,60.50065231323242,30.508344,-109.642356
-614231.31,2862739.0,1.0,524.38,29.06606101989746,27.517546,-81.382068
-1750509.12,1990991.38,1.0,665.29,27.807485580444336,18.649048,-92.165198
-1858726.12,1912834.88,1.0,636.5,71.7049789428711,17.894623,-93.184791
-1790589.62,1912834.88,1.0,418.62,35.60700988769531,17.882849,-92.482338
