x_geos,y_geos,Mask,Temp,Power,lat,lon
-3247510.0,3682382.0,1.0,548.27,158.71258544921875,39.031849,-120.511602
-1357721.88,3411839.75,1.0,555.2,95.85701751708984,33.975407,-90.480187
-1395798.12,3393803.5,1.0,468.23,96.5982437133789,33.768474,-90.884978
-1393794.0,3393803.5,1.0,788.62,473.4742126464844,33.76781,-90.861136
-1391790.12,3393803.5,1.0,662.21,125.57107543945312,33.767147,-90.837302
-1393794.0,3391799.5,1.0,955.08,190.86485290527344,33.743475,-90.855758
-1215436.5,3355727.25,1.0,494.88,88.8384017944336,33.253943,-88.671206
-948902.12,3281578.5,1.0,1003.31,83.60836029052734,32.308771,-85.482477
-2189389.0,3059132.75,1.0,501.19,27.235700607299805,30.125146,-99.426728
-363729.16,2353718.5,1.0,700.5,23.773975372314453,22.138913,-78.583223
-1750509.12,1990991.38,1.0,553.77,23.082618713378906,18.649048,-92.165198
-1858726.12,1912834.88,1.0,652.87,72.15473175048828,17.894623,-93.184791
-1790589.62,1912834.88,1.0,439.5,40.444061279296875,17.882849,-92.482338
-1852714.12,1906822.62,1.0,979.8,60.663028717041016,17.834261,-93.115132
-2035079.62,1882774.5,1.0,446.75,19.642547607421875,17.63069,-94.983128
