x_geos,y_geos,Mask,Temp,Power,lat,lon
-2367746.5,3684386.0,1.0,643.2,67.20636749267578,38.010784,-105.035305
-3247510.0,3682382.0,1.0,552.06,160.08351135253906,39.031849,-120.511602
-1357721.88,3411839.75,1.0,527.51,83.71538543701172,33.975407,-90.480187
-2243497.5,3197409.75,1.0,696.6,56.02104187011719,31.772609,-100.646451
-640283.62,2726465.75,1.0,508.66,74.77839660644531,26.047421,-81.553682
-638279.44,2726465.75,1.0,569.59,72.65340423583984,26.047234,-81.53302
-363729.16,2353718.5,1.0,573.93,19.3459415435791,22.138913,-78.583223
-1750509.12,1990991.38,1.0,583.93,23.15428352355957,18.649048,-92.165198
-1790589.62,1912834.88,1.0,436.31,41.89786911010742,17.882849,-92.482338
-1852714.12,1908826.62,1.0,674.19,61.11433792114258,17.854024,-93.117628
