x_geos,y_geos,Mask,Temp,Power,lat,lon
-3247510.0,3682382.0,1.0,520.59,148.2631072998047,39.031849,-120.511602
-1333673.5,3455928.0,1.0,580.63,138.60899353027344,34.50739,-90.310954
-1357721.88,3411839.75,1.0,613.43,118.2479248046875,33.975407,-90.480187
-1215436.5,3355727.25,1.0,516.74,65.02062225341797,33.253943,-88.671206
-2243497.5,3197409.75,1.0,458.51,39.215335845947266,31.772609,-100.646451
-640283.62,2726465.75,1.0,997.6,165.26638793945312,26.047421,-81.553682
-638279.44,2726465.75,1.0,795.38,154.14865112304688,26.047234,-81.53302
-640283.62,2724461.5,1.0,533.5,93.4372329711914,26.025978,-81.552267
-1750509.12,1990991.38,1.0,588.05,25.82461166381836,18.649048,-92.165198
-1790589.62,1912834.88,1.0,419.39,37.124202728271484,17.882849,-92.482338
-1852714.12,1908826.62,1.0,599.15,67.80829620361328,17.854024,-93.117628
