x_geos,y_geos,Mask,Temp,Power,lat,lon
-2367746.5,3684386.0,1.0,592.72,67.32588958740234,38.010784,-105.035305
-3247510.0,3682382.0,1.0,544.54,131.65463256835938,39.031849,-120.511602
-2003015.38,3622261.5,1.0,878.5,300.9305114746094,36.921855,-99.448215
-2003015.38,3620257.5,1.0,958.54,435.8575439453125,36.895679,-99.4378
-1357721.88,3411839.75,1.0,644.91,35.1846809387207,33.975407,-90.480187
-1459926.62,3409835.5,1.0,401.81,62.15719985961914,33.985621,-91.696204
-1215436.5,3355727.25,1.0,647.93,77.63431549072266,33.253943,-88.671206
-948902.12,3281578.5,1.0,575.25,93.8066177368164,32.308771,-85.482477
-3317650.75,3233482.25,1.0,557.61,166.26600646972656,33.048319,-116.750321
-2443899.25,3191398.0,1.0,553.27,59.55360794067383,31.813421,-103.244301
-1522051.25,3145305.25,1.0,644.14,130.90179443359375,30.864753,-91.727423
-1506019.12,3125265.25,1.0,473.78,54.871490478515625,30.628467,-91.494757
-3079172.5,2748510.0,1.0,734.4,72.35092163085938,27.075501,-109.807463
-3077168.75,2748510.0,1.0,523.0,146.7369842529297,27.074212,-109.77921
-640283.62,2726465.75,1.0,502.24,31.68723487854004,26.047421,-81.553682
-1750509.12,1990991.38,1.0,630.18,23.46941375732422,18.649048,-92.165198
-1938886.75,1930870.75,1.0,526.96,23.69866180419922,18.087433,-94.041047
-1790589.62,1912834.88,1.0,468.01,46.295963287353516,17.882849,-92.482338
-1690388.62,1842694.12,1.0,686.11,20.97757911682129,17.177846,-91.380406
