x_geos,y_geos,Mask,Temp,Power,lat,lon
-2367746.5,3684386.0,1.0,532.56,93.13595581054688,38.010784,-105.035305
-3247510.0,3682382.0,1.0,549.32,193.29725646972656,39.031849,-120.511602
-3267550.25,3556129.0,1.0,508.28,110.55657196044922,37.262834,-119.221868
-1357721.88,3411839.75,1.0,521.52,49.69686508178711,33.975407,-90.480187
-1215436.5,3355727.25,1.0,581.84,83.05475616455078,33.253943,-88.671206
-852709.38,3323662.75,1.0,544.59,67.06604766845703,32.787983,-84.463814
-640283.62,2726465.75,1.0,869.93,670.2579956054688,26.047421,-81.553682
-638279.44,2726465.75,1.0,938.6,599.7085571289062,26.047234,-81.53302
-640283.62,2724461.5,1.0,635.68,249.46328735351562,26.025978,-81.552267
-638279.44,2724461.5,1.0,651.12,218.43434143066406,26.025791,-81.531609
-363729.16,2353718.5,1.0,737.86,32.52363204956055,22.138913,-78.583223
-1790589.62,1912834.88,1.0,427.19,37.172122955322266,17.882849,-92.482338
