x_geos,y_geos,Smoke,lat,lon
-2011031.38,4588198.0,1.0,52.23964,-109.347903
-2015039.5,4586194.0,1.0,52.205982,-109.395578
-2013035.38,4586194.0,1.0,52.20223,-109.351198
-2009027.5,4586194.0,1.0,52.194752,-109.262583
-1832673.88,4586194.0,1.0,51.894426,-105.527805
-2015039.5,4584190.0,1.0,52.164871,-109.354553
-2013035.38,4584190.0,1.0,52.161134,-109.310262
-2009027.5,4584190.0,1.0,52.153683,-109.221826
-2007023.38,4584190.0,1.0,52.149969,-109.177673
-1832673.88,4584190.0,1.0,51.854422,-105.493941
-1832673.88,4582186.0,1.0,51.81448,-105.460222
856717.56,4582186.0,1.0,50.846967,-61.775968
858721.56,4582186.0,1.0,50.848087,-61.743921
860725.5,4582186.0,1.0,50.84921,-61.711867
862729.5,4582186.0,1.0,50.850336,-61.679803
864733.44,4582186.0,1.0,50.851464,-61.647731
866737.38,4582186.0,1.0,50.852596,-61.615652
-1842694.0,4580182.0,1.0,51.790114,-105.630023
-1840689.88,4580182.0,1.0,51.786999,-105.589279
-1838686.0,4580182.0,1.0,51.78389,-105.548573
-1836682.0,4580182.0,1.0,51.780788,-105.507898
-1834677.88,4580182.0,1.0,51.777691,-105.467254
-1830669.88,4580182.0,1.0,51.771516,-105.386071
-1842694.0,4578178.0,1.0,51.750244,-105.596247
738480.38,4578178.0,1.0,50.71232,-63.673176
740484.38,4578178.0,1.0,50.713266,-63.641633
738480.38,4576173.5,1.0,50.675538,-63.683204
-2031071.62,4574169.5,1.0,51.989978,-109.504656
-1934878.75,4574169.5,1.0,51.819345,-107.431544
-113227.01,4574169.5,1.0,50.473182,-76.712277
-111223.04,4574169.5,1.0,50.473045,-76.681955
-109219.08,4574169.5,1.0,50.472911,-76.651634
-1934878.75,4572165.5,1.0,51.779152,-107.394885
-1932874.75,4572165.5,1.0,51.775784,-107.352778
-111223.04,4572165.5,1.0,50.436778,-76.68052
-109219.08,4572165.5,1.0,50.436644,-76.650224
-55110.4,4572165.5,1.0,50.433942,-75.832512
195391.75,4572165.5,1.0,50.444631,-72.046008
796597.0,4572165.5,1.0,50.630481,-62.788168
-1934878.75,4570161.5,1.0,51.739023,-107.358387
-103206.91,4570161.5,1.0,50.400032,-76.558012
-101202.95,4570161.5,1.0,50.399908,-76.527746
-99198.98,4570161.5,1.0,50.399786,-76.497481
-97194.75,4570161.5,1.0,50.399667,-76.467213
-95190.78,4570161.5,1.0,50.39955,-76.436949
-93186.81,4570161.5,1.0,50.399436,-76.406686
-91182.85,4570161.5,1.0,50.399324,-76.376424
-87174.65,4570161.5,1.0,50.399107,-76.315898
-85170.69,4570161.5,1.0,50.399002,-76.285638
-73146.62,4570161.5,1.0,50.398425,-76.10409
-71142.66,4570161.5,1.0,50.398337,-76.073834
-69138.7,4570161.5,1.0,50.398252,-76.04358
63126.53,4570161.5,1.0,50.398011,-74.047185
191383.55,4570161.5,1.0,50.407916,-72.109174
193387.78,4570161.5,1.0,50.40815,-72.078849
195391.75,4570161.5,1.0,50.408387,-72.048526
197395.72,4570161.5,1.0,50.408626,-72.018202
199399.67,4570161.5,1.0,50.408867,-71.987877
796597.0,4570161.5,1.0,50.59377,-62.798957
798600.94,4570161.5,1.0,50.594787,-62.767329
-1852714.12,4568157.5,1.0,51.567157,-105.631654
-1600207.88,4568157.5,1.0,51.222093,-100.758187
-141283.33,4568157.5,1.0,50.366668,-77.131451
-135271.17,4568157.5,1.0,50.366165,-77.040672
-133267.2,4568157.5,1.0,50.366002,-77.010417
-101202.95,4568157.5,1.0,50.363727,-76.526449
-99198.98,4568157.5,1.0,50.363606,-76.496209
-97194.75,4568157.5,1.0,50.363487,-76.465967
-95190.78,4568157.5,1.0,50.36337,-76.435729
-93186.81,4568157.5,1.0,50.363256,-76.405492
-91182.85,4568157.5,1.0,50.363144,-76.375255
-89178.88,4568157.5,1.0,50.363035,-76.34502
-87174.65,4568157.5,1.0,50.362928,-76.314781
-71142.66,4568157.5,1.0,50.362161,-76.072923
-69138.7,4568157.5,1.0,50.362076,-76.042694
-59118.59,4568157.5,1.0,50.361687,-75.891553
-57114.36,4568157.5,1.0,50.361617,-75.861323
61122.56,4568157.5,1.0,50.36176,-74.078221
63126.53,4568157.5,1.0,50.361835,-74.047994
65130.49,4568157.5,1.0,50.361913,-74.017767
113227.01,4568157.5,1.0,50.364507,-73.292092
115230.98,4568157.5,1.0,50.364646,-73.261847
117234.94,4568157.5,1.0,50.364786,-73.2316
119238.91,4568157.5,1.0,50.36493,-73.201353
121243.14,4568157.5,1.0,50.365076,-73.1711
193387.78,4568157.5,1.0,50.371949,-72.081333
195391.75,4568157.5,1.0,50.372185,-72.051037
197395.72,4568157.5,1.0,50.372424,-72.020739
209419.78,4568157.5,1.0,50.373907,-71.838912
211423.73,4568157.5,1.0,50.374162,-71.808602
215431.94,4568157.5,1.0,50.374681,-71.747973
217435.91,4568157.5,1.0,50.374944,-71.717658
219439.88,4568157.5,1.0,50.37521,-71.687341
-1942894.88,4566153.5,1.0,51.672354,-107.453773
-1852714.12,4566153.5,1.0,51.527602,-105.598386
-1850710.0,4566153.5,1.0,51.524529,-105.557951
-1602211.88,4566153.5,1.0,51.186045,-100.769281
-1600207.88,4566153.5,1.0,51.183629,-100.73226
-1598203.88,4566153.5,1.0,51.181217,-100.69526
-1596199.75,4566153.5,1.0,51.17881,-100.658281
-141283.33,4566153.5,1.0,50.330522,-77.129644
-139279.09,4566153.5,1.0,50.330352,-77.099406
-133267.2,4566153.5,1.0,50.329858,-77.008713
-101202.95,4566153.5,1.0,50.327589,-76.525156
-99198.98,4566153.5,1.0,50.327468,-76.494942
-93186.81,4566153.5,1.0,50.327119,-76.404301
-91182.85,4566153.5,1.0,50.327007,-76.37409
-87174.65,4566153.5,1.0,50.326791,-76.313667
-85170.69,4566153.5,1.0,50.326687,-76.283459
-31062.27,4566153.5,1.0,50.324791,-75.468019
-27054.34,4566153.5,1.0,50.32472,-75.407629
-21042.18,4566153.5,1.0,50.324633,-75.317041
23046.14,4566153.5,1.0,50.32466,-74.652764
25050.11,4566153.5,1.0,50.324689,-74.62257
55110.4,4566153.5,1.0,50.325416,-74.169606
57114.36,4566153.5,1.0,50.325483,-74.139406
59118.59,4566153.5,1.0,50.325554,-74.109202
65130.49,4566153.5,1.0,50.325779,-74.018599
209419.78,4566153.5,1.0,50.337743,-71.841595
211423.73,4566153.5,1.0,50.337998,-71.811311
213427.97,4566153.5,1.0,50.338256,-71.781022
215431.94,4566153.5,1.0,50.338516,-71.750734
217435.91,4566153.5,1.0,50.338778,-71.720445
219439.88,4566153.5,1.0,50.339043,-71.690154
221443.84,4566153.5,1.0,50.33931,-71.659861
1169344.25,4566153.5,1.0,50.759507,-56.79589
1171348.25,4566153.5,1.0,50.761085,-56.762511
1173352.25,4566153.5,1.0,50.762667,-56.72912
-2127264.5,4564150.0,1.0,51.971908,-111.460804
-1944898.75,4564150.0,1.0,51.635733,-107.45945
-1942894.88,4564150.0,1.0,51.632379,-107.417457
-1940890.88,4564150.0,1.0,51.62903,-107.375499
-1862734.25,4564150.0,1.0,51.50352,-105.767592
-1860730.12,4564150.0,1.0,51.500427,-105.727058
-1858726.12,4564150.0,1.0,51.49734,-105.686561
-1856722.0,4564150.0,1.0,51.49426,-105.646093
-1602211.88,4564150.0,1.0,51.147636,-100.743409
-139279.09,4564150.0,1.0,50.294258,-77.097631
-101202.95,4564150.0,1.0,50.291501,-76.523867
-99198.98,4564150.0,1.0,50.29138,-76.493679
-33066.24,4564150.0,1.0,50.288749,-75.497794
-31062.27,4564150.0,1.0,50.28871,-75.467624
-29058.31,4564150.0,1.0,50.288674,-75.437454
-25050.11,4564150.0,1.0,50.288609,-75.377111
-23046.14,4564150.0,1.0,50.28858,-75.346942
-21042.18,4564150.0,1.0,50.288553,-75.316774
25050.11,4564150.0,1.0,50.288609,-74.622889
33066.24,4564150.0,1.0,50.288749,-74.502206
35070.2,4564150.0,1.0,50.28879,-74.472036
53106.43,4564150.0,1.0,50.289268,-74.200481
55110.4,4564150.0,1.0,50.289333,-74.170308
57114.36,4564150.0,1.0,50.289401,-74.140133
83166.72,4564150.0,1.0,50.290501,-73.747808
85170.69,4564150.0,1.0,50.290602,-73.717626
87174.65,4564150.0,1.0,50.290706,-73.687443
161323.53,4564150.0,1.0,50.296254,-72.570003
213427.97,4564150.0,1.0,50.302142,-71.783747
215431.94,4564150.0,1.0,50.302402,-71.753485
217435.91,4564150.0,1.0,50.302663,-71.723222
219439.88,4564150.0,1.0,50.302928,-71.692957
886777.62,4564150.0,1.0,50.53213,-61.404276
888781.56,4564150.0,1.0,50.533267,-61.372385
890785.5,4564150.0,1.0,50.534407,-61.340487
892789.5,4564150.0,1.0,50.53555,-61.308579
