x_geos,y_geos,Mask,Temp,Power,lat,lon
-2129268.5,3948916.25,1.0,521.19,87.64717864990234,41.51689,-103.402319
-2127264.5,3948916.25,1.0,468.84,86.45407104492188,41.515085,-103.37113
-1648304.25,3746510.5,1.0,659.63,33.19821548461914,38.360608,-95.289292
-1690388.62,3265546.25,1.0,920.42,94.04332733154297,32.332568,-94.035497
-3069152.5,2758530.0,1.0,492.35,59.76423645019531,27.181963,-109.714865
-2113236.25,2724461.5,1.0,432.36,36.8401985168457,26.342465,-97.476796
-3067148.5,2632277.0,1.0,405.33,102.92350769042969,25.772158,-109.103982
-3269554.5,2566144.5,1.0,401.37,41.80363082885742,25.166539,-111.641535
-3267550.25,2566144.5,1.0,402.58,47.53738784790039,25.165267,-111.612814
-3269554.5,2564140.25,1.0,400.99,46.2751579284668,25.144465,-111.632106
-3271558.5,2562136.25,1.0,407.86,48.84515380859375,25.123671,-111.651404
-3267550.25,2558128.0,1.0,404.61,36.158790588378906,25.077027,-111.57524
-3269554.5,2550112.25,1.0,410.11,42.345069885253906,24.990162,-111.566542
-3271558.5,2544100.25,1.0,407.69,43.559574127197266,24.925389,-111.567277
-3269554.5,2544100.25,1.0,404.45,40.43585968017578,24.924136,-111.538672
-3267550.25,2544100.25,1.0,459.72,34.373348236083984,24.922884,-111.510081
-3271558.5,2542096.25,1.0,400.38,42.23725128173828,24.903392,-111.558006
-3271558.5,2540092.25,1.0,400.49,40.73432159423828,24.881402,-111.54875
