x_geos,y_geos,Dust,lat,lon
151303.42,3826671.25,1.0,39.014537,-73.173028
153307.39,3826671.25,1.0,39.014629,-73.148816
-3405827.5,3648313.75,1.0,38.81749,-123.5541
-3403823.5,3628273.75,1.0,38.519171,-123.181774
-1397802.12,3087189.0,1.0,30.160722,-90.177029
-1409826.12,3085185.0,1.0,30.141098,-90.308696
-1407822.25,3085185.0,1.0,30.140552,-90.286038
-1405818.25,3085185.0,1.0,30.140007,-90.263383
-1407822.25,3083180.75,1.0,30.117668,-90.281783
-1405818.25,3083180.75,1.0,30.117124,-90.259135
-1403814.12,3083180.75,1.0,30.116581,-90.23649
-1385777.88,3083180.75,1.0,30.111732,-90.032875
-1383774.0,3083180.75,1.0,30.111197,-90.010273
-367737.09,2884783.0,1.0,27.739127,-78.82232
-409821.44,2798610.5,1.0,26.804947,-79.219042
-964934.38,2604220.75,1.0,24.785992,-84.796167
-966938.38,2602216.75,1.0,24.765128,-84.814854
-964934.38,2602216.75,1.0,24.764861,-84.794181
-962930.44,2602216.75,1.0,24.764595,-84.77351
-966938.38,2600212.5,1.0,24.744,-84.812866
-964934.38,2600212.5,1.0,24.743734,-84.792197
-962930.44,2600212.5,1.0,24.743468,-84.771531
-966938.38,2598208.5,1.0,24.72288,-84.810881
-964934.38,2598208.5,1.0,24.722614,-84.790216
-966938.38,2596204.5,1.0,24.701766,-84.808898
-964934.38,2596204.5,1.0,24.7015,-84.788238
-956918.25,2596204.5,1.0,24.700443,-84.705617
-966938.38,2594200.5,1.0,24.680658,-84.806919
-964934.38,2594200.5,1.0,24.680392,-84.786263
-960926.19,2594200.5,1.0,24.679863,-84.744956
-958922.25,2594200.5,1.0,24.6796,-84.724307
-956918.25,2594200.5,1.0,24.679337,-84.703659
-1049103.12,2592196.5,1.0,24.670923,-85.653541
-1041087.0,2592196.5,1.0,24.669771,-85.570584
-1039083.0,2592196.5,1.0,24.669484,-85.549851
-1033070.81,2592196.5,1.0,24.668628,-85.487664
-1031066.88,2592196.5,1.0,24.668344,-85.46694
-1029062.94,2592196.5,1.0,24.66806,-85.446219
-1027058.94,2592196.5,1.0,24.667777,-85.4255
-1025055.0,2592196.5,1.0,24.667494,-85.404783
-1023050.75,2592196.5,1.0,24.667212,-85.384066
-1021046.75,2592196.5,1.0,24.666931,-85.363353
-1019042.81,2592196.5,1.0,24.66665,-85.342644
-1007018.75,2592196.5,1.0,24.664978,-85.218428
-970946.31,2592196.5,1.0,24.660087,-84.846251
-968942.31,2592196.5,1.0,24.65982,-84.825595
-966938.38,2592196.5,1.0,24.659555,-84.804942
-964934.38,2592196.5,1.0,24.65929,-84.784291
-962930.44,2592196.5,1.0,24.659025,-84.763642
-960926.19,2592196.5,1.0,24.658761,-84.742992
-958922.25,2592196.5,1.0,24.658498,-84.722347
-956918.25,2592196.5,1.0,24.658235,-84.701704
-1053111.0,2590192.75,1.0,24.650394,-85.692871
-1051107.12,2590192.75,1.0,24.650104,-85.67213
-1049103.12,2590192.75,1.0,24.649815,-85.651389
-1043090.94,2590192.75,1.0,24.64895,-85.589181
-1041087.0,2590192.75,1.0,24.648664,-85.56845
-1039083.0,2590192.75,1.0,24.648377,-85.547721
-1037079.06,2590192.75,1.0,24.648092,-85.526996
-1035075.06,2590192.75,1.0,24.647806,-85.506271
-1033070.81,2590192.75,1.0,24.647522,-85.485547
-1031066.88,2590192.75,1.0,24.647238,-85.464828
-1029062.94,2590192.75,1.0,24.646955,-85.444111
-1027058.94,2590192.75,1.0,24.646672,-85.423396
-1025055.0,2590192.75,1.0,24.64639,-85.402684
-1023050.75,2590192.75,1.0,24.646108,-85.381971
-1021046.75,2590192.75,1.0,24.645827,-85.361263
-1007018.75,2590192.75,1.0,24.643876,-85.216367
-1005014.81,2590192.75,1.0,24.6436,-85.195677
-996998.62,2590192.75,1.0,24.6425,-85.112936
-994994.69,2590192.75,1.0,24.642227,-85.092257
-992990.75,2590192.75,1.0,24.641954,-85.07158
-972950.5,2590192.75,1.0,24.639258,-84.864924
-970946.31,2590192.75,1.0,24.638991,-84.844269
-968942.31,2590192.75,1.0,24.638725,-84.823617
-966938.38,2590192.75,1.0,24.63846,-84.802969
-964934.38,2590192.75,1.0,24.638195,-84.782321
-962930.44,2590192.75,1.0,24.637931,-84.761677
-960926.19,2590192.75,1.0,24.637667,-84.741031
-958922.25,2590192.75,1.0,24.637405,-84.720391
-1055115.25,2588188.75,1.0,24.629577,-85.711456
-1053111.0,2588188.75,1.0,24.629287,-85.690713
-1051107.12,2588188.75,1.0,24.628998,-85.669976
-1037079.06,2588188.75,1.0,24.626988,-85.524873
-1035075.06,2588188.75,1.0,24.626703,-85.504153
-1033070.81,2588188.75,1.0,24.626419,-85.483433
-1029062.94,2588188.75,1.0,24.625852,-85.442006
-1027058.94,2588188.75,1.0,24.62557,-85.421295
-1025055.0,2588188.75,1.0,24.625288,-85.400587
-1023050.75,2588188.75,1.0,24.625007,-85.379879
-1005014.81,2588188.75,1.0,24.622502,-85.193624
-1003010.81,2588188.75,1.0,24.622226,-85.17294
-1001006.56,2588188.75,1.0,24.621951,-85.152256
-999002.62,2588188.75,1.0,24.621677,-85.131577
-996998.62,2588188.75,1.0,24.621404,-85.1109
-994994.69,2588188.75,1.0,24.62113,-85.090225
-992990.75,2588188.75,1.0,24.620858,-85.069553
-986978.56,2588188.75,1.0,24.620044,-85.007545
-984974.56,2588188.75,1.0,24.619774,-84.986881
-976958.44,2588188.75,1.0,24.618699,-84.904244
-974954.5,2588188.75,1.0,24.618431,-84.883591
-972950.5,2588188.75,1.0,24.618165,-84.86294
-970946.31,2588188.75,1.0,24.617899,-84.842289
-968942.31,2588188.75,1.0,24.617633,-84.821642
-966938.38,2588188.75,1.0,24.617368,-84.800997
-964934.38,2588188.75,1.0,24.617104,-84.780354
-962930.44,2588188.75,1.0,24.61684,-84.759714
-960926.19,2588188.75,1.0,24.616577,-84.739073
-1055115.25,2586184.75,1.0,24.608476,-85.709297
-1053111.0,2586184.75,1.0,24.608186,-85.688559
-1039083.0,2586184.75,1.0,24.606175,-85.54347
-1037079.06,2586184.75,1.0,24.60589,-85.522753
-1035075.06,2586184.75,1.0,24.605605,-85.502037
-1033070.81,2586184.75,1.0,24.605321,-85.481322
-1031066.88,2586184.75,1.0,24.605038,-85.460611
-1029062.94,2586184.75,1.0,24.604755,-85.439903
-1027058.94,2586184.75,1.0,24.604473,-85.419197
-1025055.0,2586184.75,1.0,24.604192,-85.398494
-1007018.75,2586184.75,1.0,24.601685,-85.212255
-1005014.81,2586184.75,1.0,24.601409,-85.191574
-1003010.81,2586184.75,1.0,24.601134,-85.170894
-1001006.56,2586184.75,1.0,24.600859,-85.150214
-999002.62,2586184.75,1.0,24.600586,-85.12954
-996998.62,2586184.75,1.0,24.600312,-85.108867
-988982.5,2586184.75,1.0,24.599225,-85.026195
-986978.56,2586184.75,1.0,24.598954,-85.005534
-984974.56,2586184.75,1.0,24.598684,-84.984874
-982970.62,2586184.75,1.0,24.598415,-84.964217
-980966.38,2586184.75,1.0,24.598146,-84.943559
-978962.44,2586184.75,1.0,24.597878,-84.922906
-976958.44,2586184.75,1.0,24.597611,-84.902254
-974954.5,2586184.75,1.0,24.597344,-84.881606
-972950.5,2586184.75,1.0,24.597077,-84.860959
-970946.31,2586184.75,1.0,24.596812,-84.840312
-968942.31,2586184.75,1.0,24.596546,-84.819669
-966938.38,2586184.75,1.0,24.596282,-84.799029
-964934.38,2586184.75,1.0,24.596018,-84.77839
-962930.44,2586184.75,1.0,24.595754,-84.757754
-960926.19,2586184.75,1.0,24.595491,-84.737117
-1065135.38,2584180.5,1.0,24.588832,-85.810837
-1063131.12,2584180.5,1.0,24.58854,-85.790091
-1057119.25,2584180.5,1.0,24.587667,-85.727875
-1055115.25,2584180.5,1.0,24.587377,-85.707141
-1053111.0,2584180.5,1.0,24.587088,-85.686407
-1051107.12,2584180.5,1.0,24.586799,-85.665678
-1039083.0,2584180.5,1.0,24.585079,-85.541348
-1037079.06,2584180.5,1.0,24.584794,-85.520636
-1035075.06,2584180.5,1.0,24.58451,-85.499925
-1033070.81,2584180.5,1.0,24.584227,-85.479213
-1031066.88,2584180.5,1.0,24.583944,-85.458507
-1029062.94,2584180.5,1.0,24.583661,-85.437804
-1027058.94,2584180.5,1.0,24.58338,-85.417102
-1025055.0,2584180.5,1.0,24.583099,-85.396402
-1023050.75,2584180.5,1.0,24.582818,-85.375702
-1011026.69,2584180.5,1.0,24.581147,-85.251564
-1009022.69,2584180.5,1.0,24.58087,-85.230882
-1007018.75,2584180.5,1.0,24.580595,-85.210203
-1005014.81,2584180.5,1.0,24.580319,-85.189526
-1003010.81,2584180.5,1.0,24.580045,-85.168851
-1001006.56,2584180.5,1.0,24.57977,-85.148175
-999002.62,2584180.5,1.0,24.579497,-85.127505
-986978.56,2584180.5,1.0,24.577868,-85.003525
-984974.56,2584180.5,1.0,24.577598,-84.982869
-982970.62,2584180.5,1.0,24.577329,-84.962216
-980966.38,2584180.5,1.0,24.577061,-84.941563
-978962.44,2584180.5,1.0,24.576793,-84.920914
-976958.44,2584180.5,1.0,24.576526,-84.900267
-974954.5,2584180.5,1.0,24.576259,-84.879623
-972950.5,2584180.5,1.0,24.575993,-84.85898
-970946.31,2584180.5,1.0,24.575728,-84.838337
-968942.31,2584180.5,1.0,24.575463,-84.817699
-966938.38,2584180.5,1.0,24.575198,-84.797063
-962930.44,2584180.5,1.0,24.574672,-84.755797
-960926.19,2584180.5,1.0,24.574409,-84.735164
-958922.25,2584180.5,1.0,24.574147,-84.714537
-940886.25,2584180.5,1.0,24.571815,-84.528978
-1067139.38,2582176.5,1.0,24.568033,-85.829403
-1065135.38,2582176.5,1.0,24.56774,-85.808662
-1063131.12,2582176.5,1.0,24.567448,-85.78792
-1061127.12,2582176.5,1.0,24.567157,-85.767183
-1059123.25,2582176.5,1.0,24.566866,-85.74645
-1057119.25,2582176.5,1.0,24.566576,-85.725718
-1055115.25,2582176.5,1.0,24.566287,-85.704988
-1053111.0,2582176.5,1.0,24.565998,-85.684258
-1051107.12,2582176.5,1.0,24.565709,-85.663534
-1049103.12,2582176.5,1.0,24.565422,-85.642811
-1043090.94,2582176.5,1.0,24.564562,-85.580655
-1041087.0,2582176.5,1.0,24.564276,-85.559942
-1039083.0,2582176.5,1.0,24.563991,-85.53923
-1037079.06,2582176.5,1.0,24.563707,-85.518522
-1035075.06,2582176.5,1.0,24.563423,-85.497815
-1033070.81,2582176.5,1.0,24.56314,-85.477108
-1031066.88,2582176.5,1.0,24.562858,-85.456406
-1029062.94,2582176.5,1.0,24.562576,-85.435707
-1027058.94,2582176.5,1.0,24.562294,-85.415009
-1025055.0,2582176.5,1.0,24.562014,-85.394315
-1023050.75,2582176.5,1.0,24.561733,-85.373619
-1013030.62,2582176.5,1.0,24.560341,-85.270185
